[06-08 13:35:54]...GameRunTime = 1		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:36:24]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:37:46]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:38:16]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:38:46]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:39:16]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:39:46]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:40:16]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:40:46]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-08 13:41:16]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:43:01]!!!GameRunTime = 335		MgrUnitRunTime = 99	ItemRunTime = 0	MapMgrRunTime = 235	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:43:31]...GameRunTime = 30		MgrUnitRunTime = 30	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:44:01]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:44:31]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:45:01]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:45:31]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:46:01]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:46:31]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:47:01]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:47:31]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:47:33]!!!GameRunTime = 152		MgrUnitRunTime = 34	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:48:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:48:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:49:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:49:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:50:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:50:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:51:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:51:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:52:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:52:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:53:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:53:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:54:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:54:33]...GameRunTime = 2		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:55:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:55:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:56:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:56:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:57:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:57:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:58:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:58:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:59:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 06:59:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:00:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:00:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:01:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:01:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:02:04]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:02:34]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:03:03]!!!GameRunTime = 169		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 169	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:03:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:04:03]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:04:33]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:04:43]!!!GameRunTime = 155		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 154	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:05:13]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:05:43]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0
[06-12 07:12:08]!!!GameRunTime = 224		MgrUnitRunTime = 57	ItemRunTime = 0	MapMgrRunTime = 166	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:12:38]...GameRunTime = 29		MgrUnitRunTime = 29	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:13:08]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:13:38]...GameRunTime = 1		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:14:08]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:14:38]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:15:08]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:15:38]...GameRunTime = 1		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:16:08]...GameRunTime = 2		MgrUnitRunTime = 2	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:16:38]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:17:08]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:17:38]...GameRunTime = 3		MgrUnitRunTime = 2	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:18:08]...GameRunTime = 2		MgrUnitRunTime = 2	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:18:38]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:19:08]...GameRunTime = 2		MgrUnitRunTime = 2	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:19:38]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:20:08]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-12 07:20:38]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:05:15]...GameRunTime = 13		MgrUnitRunTime = 13	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:05:41]!!!GameRunTime = 616		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 616	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:05:41]!!!GameRunTime = 174		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 173	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:06:11]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:06:41]...GameRunTime = 1		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:07:11]...GameRunTime = 1		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:07:41]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:08:11]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:08:41]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:09:11]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:09:41]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:10:11]...GameRunTime = 1		MgrUnitRunTime = 1	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:10:41]...GameRunTime = 3		MgrUnitRunTime = 3	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:11:11]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:11:42]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:12:12]...GameRunTime = 0		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:12:42]...GameRunTime = 1		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:13:01]!!!GameRunTime = 171		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 170	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:13:01]!!!GameRunTime = 169		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 169	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:13:03]!!!GameRunTime = 1001		MgrUnitRunTime = 756	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 244
[06-13 17:13:49]!!!GameRunTime = 45979		MgrUnitRunTime = 147	ItemRunTime = 1973	MapMgrRunTime = 32005	DataStatisticTime = 0	SkillMgrRunTime = 431	MapMaskSaveTime = 984
[06-13 17:14:07]!!!GameRunTime = 15994		MgrUnitRunTime = 15581	ItemRunTime = 0	MapMgrRunTime = 412	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:08]!!!GameRunTime = 788		MgrUnitRunTime = 426	ItemRunTime = 0	MapMgrRunTime = 362	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:10]!!!GameRunTime = 526		MgrUnitRunTime = 526	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:11]!!!GameRunTime = 352		MgrUnitRunTime = 352	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:11]!!!GameRunTime = 175		MgrUnitRunTime = 174	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:15]!!!GameRunTime = 194		MgrUnitRunTime = 194	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:18]!!!GameRunTime = 263		MgrUnitRunTime = 262	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:22]!!!GameRunTime = 683		MgrUnitRunTime = 683	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:25]!!!GameRunTime = 176		MgrUnitRunTime = 176	ItemRunTime = 0	MapMgrRunTime = 0	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
[06-13 17:14:28]!!!GameRunTime = 590		MgrUnitRunTime = 0	ItemRunTime = 0	MapMgrRunTime = 500	DataStatisticTime = 0	SkillMgrRunTime = 0	MapMaskSaveTime = 0
